Uniprot_A	Uniprot_B	Gene_A	Gene_B	pmid:method:quality:type	taxid	high_quality
Q0JBH9	Q84P81	ERG3		12684538:0018:HT:binary	39947	True
Q0JBH9	Q84P82	ERG3		12684538:0018:HT:binary	39947	True
Q0JBH9	Q942J6	ERG3	Os01g0816700	12684538:0018:HT:binary	39947	True
Q0JDK9	Q84PB8	DAD1		12684538:0018:HT:binary	39947	True
Q0JDK9	Q8W0H5	DAD1	PHT4;3	12684538:0018:HT:binary	39947	True
Q0JHF1	Q6AVM5	BZIP12	Os05g0489700	12684538:0018:HT:binary	39947	True
Q0JL44	Q0JL44	SGT1	SGT1	12684538:0018:HT:binary	39947	True
Q0JL44	Q10D34	SGT1	IAA13	12684538:0018:HT:binary	39947	True
Q0JL44	Q33BD7	SGT1	LOC_Os10g02760	12684538:0018:HT:binary	39947	True
Q0JL44	Q6K439	SGT1	PAP2	12684538:0018:HT:binary	39947	True
Q0JL44	Q84P99	SGT1		12684538:0018:HT:binary	39947	True
Q0JL44	Q84PA0	SGT1		12684538:0018:HT:binary	39947	True
Q0JL44	Q84PC5	SGT1	Os05g0227600	12684538:0018:HT:binary	39947	True
Q10BA8	Q6H6T1	LOC_Os03g61010	Os02g0648100	12684538:0018:HT:binary	39947	True
Q10CQ1	Q10CQ1	MADS14	MADS14	12684538:0018:HT:binary	39947	True
Q10CQ1	Q10PZ9	MADS14	MADS1	11197326:0018:LC:binary|11197326:0096:LC:binary|12684538:0018:HT:binary|19558411:0018:LC:binary	39947	True
Q10CQ1	Q5K4R0	MADS14	MADS47	12684538:0018:HT:binary	39947	True
Q10CQ1	Q6EU39	MADS14	MADS6	10444103:0018:LC:binary|12684538:0018:HT:binary	39947	True
Q10CQ1	Q7XUJ5	MADS14	HOX22	12684538:0018:HT:binary	39947	True
Q10CQ1	Q7XUN2	MADS14	MADS17	12684538:0018:HT:binary	39947	True
Q10CQ1	Q9SAR1	MADS14	MADS8	12684538:0018:HT:binary	39947	True
Q10CQ1	Q9XJ66	MADS14	MADS22	12684538:0018:HT:binary	39947	True
Q10PZ9	Q6EU39	MADS1	MADS6	10444103:0018:LC:binary|12684538:0018:HT:binary	39947	True
Q10PZ9	Q6Q9I2	MADS1	MADS15	11197326:0018:LC:binary|11197326:0096:LC:binary|12684538:0018:HT:binary	39947	True
Q2QY04	Q9FXT4	TAP46	Os10g0493600	12684538:0018:HT:binary	39947	True
Q2R0Q1	Q8RZX9	U2AF65A	Os01g0693400	12684538:0018:HT:binary	39947	True
Q40666	Q40666			12684538:0018:HT:binary	4530	True
Q40677	Q6ZKC0	ALDP	GF14C	12684538:0018:HT:binary	39947	True
Q40680	Q5Z627	Os07g0614500	Os06g0571400	12684538:0018:HT:binary	39947	True
Q40680	Q9ZRI7	Os07g0614500	Os02g0220600	12684538:0018:HT:binary	39947	True
Q40682	Q5Z627	Os03g0406200	Os06g0571400	12684538:0018:HT:binary	39947	True
Q40682	Q6YW46	Os03g0406200	Os02g0220500	12684538:0018:HT:binary	39947	True
Q40682	Q84PD6	Os03g0406200		12684538:0018:HT:binary	39947	True
Q40682	Q9ZRI7	Os03g0406200	Os02g0220600	12684538:0018:HT:binary	39947	True
Q40702	Q944S9	MADS2	MADS16	12684538:0018:HT:binary	39947	True
Q40704	Q84P62	MADS3	Os04g0665800	12684538:0018:HT:binary	39947	True
Q40704	Q9SAR1	MADS3	MADS8	12684538:0018:HT:binary	39947	True
Q5K4R0	Q6EU39	MADS47	MADS6	12684538:0018:HT:binary	39947	True
Q5SNJ5	Q9SXG8	P0710E05.32-1	DOF1	12684538:0018:HT:binary	39947	True
Q5VNW0	Q6ZKC0	Os06g0133900	GF14C	12684538:0018:HT:binary	39947	True
Q5VRZ6	Q84PD3	Os06g0112400		12684538:0018:HT:binary	39947	True
Q5ZD06	Q6K6Z3	Os01g0771200	Os02g0822400	12684538:0018:HT:binary	39947	True
Q5ZD36	Q8S7W1	P0710A02.31	LOC_Os03g07360	12684538:0018:HT:binary	39947	True
Q60F23	Q9SXG8	OSJNBa0059G01.12	DOF1	12684538:0018:HT:binary	39947	True
Q651Z5	Q7XTE8	HOX6	GF14B	12684538:0018:HT:binary	39947	True
Q653Z6	Q84P90	Os06g0663400		12684538:0018:HT:binary	39947	True
Q6ASS9	Q84J55	LO9-177	GF14A	12684538:0018:HT:binary	39947	True
Q6EU39	Q6Q9I2	MADS6	MADS15	10444103:0018:LC:binary|12684538:0018:HT:binary	39947	True
Q6EU39	Q6Z6W2	MADS6	MADS57	12684538:0018:HT:binary	39947	True
Q6EU39	Q9SAR1	MADS6	MADS8	10444103:0018:LC:binary|12684538:0018:HT:binary	39947	True
Q6EU39	Q9XJ66	MADS6	MADS22	12684538:0018:HT:binary	39947	True
Q6EUP4	Q8S7W1	GF14E	LOC_Os03g07360	12684538:0018:HT:binary	39947	True
Q6H6T1	Q6YW46	Os02g0648100	Os02g0220500	12684538:0018:HT:binary	39947	True
Q6H6T1	Q84P64	Os02g0648100		12684538:0018:HT:binary	39947	True
Q6H6T1	Q84P66	Os02g0648100		12684538:0018:HT:binary	39947	True
Q6H6T1	Q84P71	Os02g0648100		12684538:0018:HT:binary	39947	True
Q6H6T1	Q84P90	Os02g0648100		12684538:0018:HT:binary	39947	True
Q6H6T1	Q9AUW2	Os02g0648100	OsJ_12659	12684538:0018:HT:binary	39947	True
Q6H6T1	Q9ZRI7	Os02g0648100	Os02g0220600	12684538:0018:HT:binary	39947	True
Q6H7H9	Q9FXT4	Os02g0654500	Os10g0493600	12684538:0018:HT:binary	39947	True
Q6K6Z3	Q84PD0	Os02g0822400	LOC_Os03g44620	12684538:0018:HT:binary	39947	True
Q6K8J4	Q9SXG8	ISPG	DOF1	12684538:0018:HT:binary	39947	True
Q6K8Z1	Q84J55		GF14A	12684538:0018:HT:binary	39947	True
Q6L506	Q6ZKC0	RIBA3	GF14C	12684538:0018:HT:binary	39947	True
Q6Q9I2	Q84P84	MADS15		12684538:0018:HT:binary	39947	True
Q6VAK4	Q6VAK4	AHP2	AHP2	PDB_1YVI:0114:LC:binary	39947	True
Q6Z345	Q84PB5	DOF4	Os07g0148900	12684538:0018:HT:binary	39947	True
Q6Z345	Q84PB6	DOF4		12684538:0018:HT:binary	39947	True
Q6Z345	Q84PB7	DOF4	THF1	12684538:0018:HT:binary	39947	True
Q6Z437	Q84P58	MPK3		12684538:0018:HT:binary	39947	True
Q6Z437	Q84P96	MPK3	Os02g0817700	12684538:0018:HT:binary	39947	True
Q6Z437	Q84PB0	MPK3		12684538:0018:HT:binary	39947	True
Q6ZIX2	Q84P88	Smt1-1		12684538:0018:HT:binary	39947	True
Q6ZIX2	Q84PC4	Smt1-1		12684538:0018:HT:binary	39947	True
Q6ZKC0	Q84P77	GF14C		12684538:0018:HT:binary	39947	True
Q6ZKC0	Q84P83	GF14C		12684538:0018:HT:binary	39947	True
Q6ZKC0	Q84PB4	GF14C	Os08g0560900	12684538:0018:HT:binary	39947	True
Q6ZKC0	Q84PB8	GF14C		12684538:0018:HT:binary	39947	True
Q6ZKC0	Q84PC0	GF14C		12684538:0018:HT:binary	39947	True
Q6ZKC0	Q84PC1	GF14C		12684538:0018:HT:binary	39947	True
Q6ZKC0	Q8S6N3	GF14C	LOC_Os10g21930	12684538:0018:HT:binary	39947	True
Q6ZKC0	Q943W1	GF14C	Os01g0501800	12684538:0018:HT:binary	39947	True
Q6ZKI8	Q84PD2	Os08g0138500	Os07g0685000	12684538:0018:HT:binary	39947	True
Q71VM4	Q8S7W1	Os01g0253300	LOC_Os03g07360	12684538:0018:HT:binary	39947	True
Q7XGS4	Q9FXT4	LOC_Os10g05970	Os10g0493600	12684538:0018:HT:binary	39947	True
Q7XKR9	Q944S9	KIN12A	MADS16	12684538:0018:HT:binary	39947	True
Q7XN53	Q84PD5	OSJNBb0103I08.16	Os02g0681900	12684538:0018:HT:binary	39947	True
Q84J54	Q8LN25	LOC_Os03g04980	LOC_Os10g39030	12684538:0018:HT:binary	39947	True
Q84J55	Q84P73	GF14A		12684538:0018:HT:binary|14750518:0018:HT:binary	39947	True
Q84J63	Q9FXT4		Os10g0493600	12684538:0018:HT:binary	39947	True
Q84JR0	Q944S9		MADS16	12684538:0018:HT:binary	39947	True
Q84LF3	Q84LF3	LOC_Os11g06170	LOC_Os11g06170	12684538:0018:HT:binary	39947	True
Q84P59	Q9AQW1		REL2	12684538:0018:HT:binary	39947	True
Q84P60	Q84PD5		Os02g0681900	12684538:0018:HT:binary	39947	True
Q84P63	Q84PD5		Os02g0681900	12684538:0018:HT:binary	39947	True
Q84P69	Q84PC8			12684538:0018:HT:binary	39947	True
Q84P69	Q8RZX9		Os01g0693400	12684538:0018:HT:binary	39947	True
Q84P89	Q944S9		MADS16	12684538:0018:HT:binary	39947	True
Q84P93	Q8LNI5		LOC_Os10g37740	12684538:0018:HT:binary	39947	True
Q84P94	Q8S7W1	Os04g0668800	LOC_Os03g07360	12684538:0018:HT:binary	39947	True
Q84P95	Q9FXT4	APRL3	Os10g0493600	12684538:0018:HT:binary	39947	True
Q84P97	Q9FXT4	VDAC5	Os10g0493600	12684538:0018:HT:binary	39947	True
Q84PA2	Q84PD3			12684538:0018:HT:binary	39947	True
Q84PA3	Q84PD3			12684538:0018:HT:binary	39947	True
Q84PA4	Q8LNI5	LOC_Os03g17070	LOC_Os10g37740	12684538:0018:HT:binary	39947	True
Q84PA9	Q8LN25	LOC_Os03g62640	LOC_Os10g39030	12684538:0018:HT:binary	39947	True
Q84PB1	Q9FXT4		Os10g0493600	12684538:0018:HT:binary	39947	True
Q84PB2	Q84PD9			12684538:0018:HT:binary	39947	True
Q84PB7	Q8LN25	THF1	LOC_Os10g39030	12684538:0018:HT:binary	39947	True
Q84PB7	Q8S7W1	THF1	LOC_Os03g07360	12684538:0018:HT:binary	39947	True
Q84PC4	Q84PD3			12684538:0018:HT:binary	39947	True
Q84PC4	Q8LN25		LOC_Os10g39030	12684538:0018:HT:binary	39947	True
Q84PC5	Q84PD9	Os05g0227600		12684538:0018:HT:binary	39947	True
Q84PC5	Q8LNI5	Os05g0227600	LOC_Os10g37740	12684538:0018:HT:binary	39947	True
Q84PC8	Q94LW0		OSJNBa0082M15.26	12684538:0018:HT:binary	39947	True
Q84PC8	Q9AQW1		REL2	12684538:0018:HT:binary	39947	True
Q84PD0	Q9FXT4	LOC_Os03g44620	Os10g0493600	12684538:0018:HT:binary	39947	True
Q84PD2	Q84PD2	Os07g0685000	Os07g0685000	12684538:0018:HT:binary	39947	True
Q84PD2	Q8S7W1	Os07g0685000	LOC_Os03g07360	12684538:0018:HT:binary	39947	True
Q84PD2	Q9AY63	Os07g0685000	LOC_Os03g56940	12684538:0018:HT:binary	39947	True
Q84PD3	Q84PD3			12684538:0018:HT:binary	39947	True
Q84PD3	Q8S7W1		LOC_Os03g07360	12684538:0018:HT:binary	39947	True
Q84PD3	Q9AVE6		TATC	12684538:0018:HT:binary	39947	True
Q84PD3	Q9LIX1			12684538:0018:HT:binary	39947	True
Q84PD4	Q84PD8		SAP11	12684538:0018:HT:binary	39947	True
Q8GVH7	Q9AQW1	Os07g0222800	REL2	12684538:0018:HT:binary	39947	True
Q8LN25	Q9LIW7	LOC_Os10g39030		12684538:0018:HT:binary	39947	True
Q8LNI5	Q8LNI5	LOC_Os10g37740	LOC_Os10g37740	12684538:0018:HT:binary	39947	True
Q8LNI5	Q9AUR3	LOC_Os10g37740	OSJNBb0033N16.3	12684538:0018:HT:binary	39947	True
Q8RZX9	Q94LW0	Os01g0693400	OSJNBa0082M15.26	12684538:0018:HT:binary	39947	True
Q94LR3	Q9AQW1	LOC_Os10g40740	REL2	12684538:0018:HT:binary	39947	True
Q9SE42	Q9SE42	Os09g0505700	Os09g0505700	12547196:0114:LC:binary	39947	True
